Phase_Label,Text,Explanation
0,Kann den Tisch ein bisschen höher haben?,"Diese Sätze beziehen sich auf die Steuerung des Operationstisches, vermutlich um die Position des Patienten anzupassen. Sie werden gesprochen, um das Team anzuweisen, den Tisch zu justieren, damit der Radiologe besseren Zugang zum Operationsbereich hat."
0,Also den Tisch bitte aufdecken.,"Diese Sätze beziehen sich auf die Steuerung des Operationstisches, vermutlich um die Position des Patienten anzupassen. Sie werden gesprochen, um das Team anzuweisen, den Tisch zu justieren, damit der Radiologe besseren Zugang zum Operationsbereich hat."
0,"Du magst den Tisch mal kurz aufdecken, Schubert?","Diese Sätze beziehen sich auf die Steuerung des Operationstisches, vermutlich um die Position des Patienten anzupassen. Sie werden gesprochen, um das Team anzuweisen, den Tisch zu justieren, damit der Radiologe besseren Zugang zum Operationsbereich hat."
0,"steht neu drinnen, dass wir bei Med4Mean inzwischen die GFR auf 60 angehoben haben und zwei Tage vorher abgesetzt werden muss.","Diese Sätze beziehen sich auf Änderungen in den medizinischen Richtlinien zur Verabreichung von Kontrastmitteln bei Patienten, die Metformin einnehmen. Insbesondere geht es darum, dass die GFR (glomeruläre Filtrationsrate) auf 60 angehoben wurde, was strengere Kriterien für die Pausierung von Metformin vor Kontrastmittelgabe erfordert. Die Radiologen diskutieren diese neuen Vorgaben, um sicherzustellen, dass die Patienten sicher behandelt werden."
0,"dem Moment, ab dem Tag der Kontrastmügelgabe kein Metformin zwei Tage nicht geben soll, wenn die GFR unter 30 ist.","Diese Sätze beziehen sich auf Änderungen in den medizinischen Richtlinien zur Verabreichung von Kontrastmitteln bei Patienten, die Metformin einnehmen. Insbesondere geht es darum, dass die GFR (glomeruläre Filtrationsrate) auf 60 angehoben wurde, was strengere Kriterien für die Pausierung von Metformin vor Kontrastmittelgabe erfordert. Die Radiologen diskutieren diese neuen Vorgaben, um sicherzustellen, dass die Patienten sicher behandelt werden."
0,"Also es ist eine deutliche Verschärfung. Muss man sagen, die GfR ist jetzt auf 60 gesetzt worden von 30 und die Tage vorher sind dazugekommen, die vorher nicht waren.","Diese Sätze beziehen sich auf Änderungen in den medizinischen Richtlinien zur Verabreichung von Kontrastmitteln bei Patienten, die Metformin einnehmen. Insbesondere geht es darum, dass die GFR (glomeruläre Filtrationsrate) auf 60 angehoben wurde, was strengere Kriterien für die Pausierung von Metformin vor Kontrastmittelgabe erfordert. Die Radiologen diskutieren diese neuen Vorgaben, um sicherzustellen, dass die Patienten sicher behandelt werden."
0,"Und dann ist die GFR knapp unter 60. Also das ist schon ein relevanter Einschnitt, muss man mal sagen.","Diese Sätze beziehen sich auf Änderungen in den medizinischen Richtlinien zur Verabreichung von Kontrastmitteln bei Patienten, die Metformin einnehmen. Insbesondere geht es darum, dass die GFR (glomeruläre Filtrationsrate) auf 60 angehoben wurde, was strengere Kriterien für die Pausierung von Metformin vor Kontrastmittelgabe erfordert. Die Radiologen diskutieren diese neuen Vorgaben, um sicherzustellen, dass die Patienten sicher behandelt werden."
0,"Das Blei noch ein bisschen hochschieben, das wäre toll.","Der Radiologe gibt Anweisungen, das Schutzmaterial besser zu positionieren, damit der Patient oder das Team besser geschützt und die Sicht auf die zu behandelnde Stelle verbessert wird."
0,Lass mich gleich das Blei noch ein bisschen hochschieben. Jetzt gebe ich kurz über den Kopf drüber.,"Der Radiologe gibt Anweisungen, das Schutzmaterial besser zu positionieren, damit der Patient oder das Team besser geschützt und die Sicht auf die zu behandelnde Stelle verbessert wird."
0,"Man kann es nur auf der linken Seite beim Ohr schaun, dass das irgendwie hängt, das da so halb schon wieder runter.","Der Radiologe gibt Anweisungen, das Schutzmaterial besser zu positionieren, damit der Patient oder das Team besser geschützt und die Sicht auf die zu behandelnde Stelle verbessert wird."
0,"Das ist super. Ja, perfekt.","Der Radiologe gibt positives Feedback und signalisiert, dass die aktuellen Schritte korrekt durchgeführt wurden."
0,Es ist alles klar. Alles ist gesagt.,"Der Radiologe gibt positives Feedback und signalisiert, dass die aktuellen Schritte korrekt durchgeführt wurden."
0,So passt es ja schon. So ist gut.,"Der Radiologe gibt positives Feedback und signalisiert, dass die aktuellen Schritte korrekt durchgeführt wurden."
0,"Gut, einfach still den Kopf ein bisschen auf die Seite, dann habe ich ein größeres OP-Feld. Das hilft mir ganz gut.","Diese Sätze werden gesprochen, um den Patienten zu bitten, den Kopf zur Seite zu drehen und so den Zugang zum Operationsfeld zu erleichtern. Dies ist wichtig, um eine klare Sicht auf den Bereich zu haben, in dem der Portkatheter platziert wird, und die Prozedur sicher durchführen zu können."
0,"Genau, den Kopf bitte eher zur rechten Seite geneigt lassen.","Diese Sätze werden gesprochen, um den Patienten zu bitten, den Kopf zur Seite zu drehen und so den Zugang zum Operationsfeld zu erleichtern. Dies ist wichtig, um eine klare Sicht auf den Bereich zu haben, in dem der Portkatheter platziert wird, und die Prozedur sicher durchführen zu können."
0,"den Kopf ein bisschen nach rechts drehen. Genau, sehr gut.","Diese Sätze werden gesprochen, um den Patienten zu bitten, den Kopf zur Seite zu drehen und so den Zugang zum Operationsfeld zu erleichtern. Dies ist wichtig, um eine klare Sicht auf den Bereich zu haben, in dem der Portkatheter platziert wird, und die Prozedur sicher durchführen zu können."
0,"Skipper kurz über den Kopf drüber, geht gleich wieder weg.","Diese Sätze werden gesprochen, um den Patienten während der Operation zu beruhigen und zu informieren, dass kurzzeitig ihr Gesicht oder ihre Augen mit sterilen Tuch bedeckt werden, aber dass dies schnell wieder rückgängig gemacht wird, um Unbehagen oder Angst zu minimieren."
0,"kommt erstmal das Tuch drauf. Das geht mal kurz über den Kopf, das Tuch geht aber gleich wieder weg.","Diese Sätze werden gesprochen, um den Patienten während der Operation zu beruhigen und zu informieren, dass kurzzeitig ihr Gesicht oder ihre Augen mit sterilen Tuch bedeckt werden, aber dass dies schnell wieder rückgängig gemacht wird, um Unbehagen oder Angst zu minimieren."
0,"Machen hier die Haut sauber, ich mache meine Hände sauber und dann geht's los. Haben wir eine Frage zum Prozedere oder ist alles soweit klar?","Diese Sätze könnten gesprochen werden, um die Vorbereitung und Durchführung der Platzierung von Portkathetern zu koordinieren, indem sichergestellt wird, dass sterile Bedingungen eingehalten werden und notwendiges Equipment wie ein Messer für den Eingriff bereitsteht, während gleichzeitig geklärt wird, ob das Team das Verfahren versteht."
0,"Zum Punktieren, später zum unter die Haut pflanzen brauchen wir schon Messer.","Diese Sätze könnten gesprochen werden, um die Vorbereitung und Durchführung der Platzierung von Portkathetern zu koordinieren, indem sichergestellt wird, dass sterile Bedingungen eingehalten werden und notwendiges Equipment wie ein Messer für den Eingriff bereitsteht, während gleichzeitig geklärt wird, ob das Team das Verfahren versteht."
0,Wir sind ja in einer halben Stunde fertig.,"Diese Sätze werden gesprochen, um das Operationsteam und den Patienten über die voraussichtliche Dauer des Eingriffs zu informieren."
0,Wir werden ungefähr eine halbe Stunde brauchen.,"Diese Sätze werden gesprochen, um das Operationsteam und den Patienten über die voraussichtliche Dauer des Eingriffs zu informieren."
0,"Weil er sagt, er soll nüchtern bleiben. Es gibt keinen Grund.","Diese Sätze beziehen sich auf die Diskussion der Notwendigkeit, nüchtern zu sein vor einer Portkatheter-Platzierung. Sie erklären, dass für diesen Eingriff keine Vollnarkose, sondern nur eine lokale Betäubung nötig ist, weshalb die übliche Regel des Nüchternseins vor Operationen hier nicht zutrifft."
0,"Und da gibt es keinen Grund, dass sie nüchtern sind. Das war einfach zu viel des Guten.","Diese Sätze beziehen sich auf die Diskussion der Notwendigkeit, nüchtern zu sein vor einer Portkatheter-Platzierung. Sie erklären, dass für diesen Eingriff keine Vollnarkose, sondern nur eine lokale Betäubung nötig ist, weshalb die übliche Regel des Nüchternseins vor Operationen hier nicht zutrifft."
0,"Schauen wir mal, dass man da gut durchkommen sollte, aber eigentlich kein Problem sein.","Diese Sätze könnten von einem Radiologen gesprochen werden, um das Patientenvertrauen während der Operation zu stärken und die Patientennervosität zu lindern, indem er andeutet, dass der Eingriff in der Regel problemlos verläuft und der Patient nach der Operation erleichtert sein wird."
0,"Sie werden hinterher sagen, war gar nicht so schlimm. Aber das weiß man erst hinterher.","Diese Sätze könnten von einem Radiologen gesprochen werden, um das Patientenvertrauen während der Operation zu stärken und die Patientennervosität zu lindern, indem er andeutet, dass der Eingriff in der Regel problemlos verläuft und der Patient nach der Operation erleichtert sein wird."
0,"So, Frau Schubert, Sie dürfen jetzt mal nach rechts schauen, bitte.","Diese Sätze gesprochen werden, um die Patientin anweisen, dass sie in der gewünschten Position bleibt."
0,"So, Frau Schubert, Sie dürfen ganz ruhig liegen da einmal.","Diese Sätze gesprochen werden, um die Patientin anweisen, dass sie in der gewünschten Position bleibt."
0,"Wir geben fast nie irgendein Medikament, aber wenn Sie Schmerzmittel brauchen zum Beispiel, ja.","Radiologen stellen sicher, dass Patienten wissen, dass sie Schmerzmittel oder andere Medikamente erhalten können, falls erforderlich, und sie werden ermutigt, Schmerzen oder Beschwerden zu kommunizieren, damit Maßnahmen ergriffen werden können."
0,"Das funktioniert fast immer. Das reicht fast immer. Wenn Sie noch was merken, also wenn Sie irgendwie Schmerz haben oder sowas, sagen Sie es einfach. Dann machen wir mehr.","Radiologen stellen sicher, dass Patienten wissen, dass sie Schmerzmittel oder andere Medikamente erhalten können, falls erforderlich, und sie werden ermutigt, Schmerzen oder Beschwerden zu kommunizieren, damit Maßnahmen ergriffen werden können."
0,"Falls wir ihnen irgendwas geben müssen, Medikament oder sowas, dann ist es blöd, wenn man dann erst anfängt irgendwo...","Radiologen stellen sicher, dass Patienten wissen, dass sie Schmerzmittel oder andere Medikamente erhalten können, falls erforderlich, und sie werden ermutigt, Schmerzen oder Beschwerden zu kommunizieren, damit Maßnahmen ergriffen werden können."
0,"Könnte man da was machen, wenn sie irgendeine Infusion brauchen oder so.","Radiologen stellen sicher, dass Patienten wissen, dass sie Schmerzmittel oder andere Medikamente erhalten können, falls erforderlich, und sie werden ermutigt, Schmerzen oder Beschwerden zu kommunizieren, damit Maßnahmen ergriffen werden können."
1,"Also sie halten die Luft an und pressen, als ob sie auf der Toilette sitzen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Feste, feste, richtig feste Pressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Oma, ein bisschen pressen, mal den Bauch reinpressen. Einmal, wie wenn Sie aufs Klo gehen würden. Einmal bitte.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,Und nochmal kräftig pressen bitte.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,Und nochmal in den Bauch reinpressen bitte. Nochmal ein bisschen pressen.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal pressen bitte, nochmal in den Bauch reinpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal pressen, bitte nochmal den Bauch reinpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Ich brauche noch einmal Ihre Hilfe. Und zwar Hilfe bedeutet, dass Sie pressen müssen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Genau, erstmal pressen bitte.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Keine Angst, nochmal pressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Ein bisschen pressen, meinen Bauch einpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und noch mal kräftig in den Bauch reinpressen, wenn es geht. Noch mal kräftig pressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal pressen, nochmal kräftig in den Bauch reinpressen, einmal gut pressen, einmal...","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,Und nicht. Aber nur ein bisschen pressen. Den Bauch einpressen.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,Jetzt müssen wir da mal den Bauch reinpressen.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Ich muss noch mal den Bauch einpressen, bitte.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"kräftig pressen, bitte kräftig den Bauch anpressen, so gut es geht, anpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"mal pressen, als hätten sie Stuhlgang. Also so ein bisschen in den Bauch.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Also Druck im Bauch aufbauen, perfekt, genau.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Damit meine ich, dass Sie so fest in den Bauch pressen, als würden Sie spürgern.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und pressen, als ob Sie auf die Toilette müssten.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und mal in den Bauch reinpressen, wie wenn es aufs Klo gehen würde. Im ausgearbeiteten Zustand mal richtig kräftig in den Bauch reinpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal in den Bauch reinpressen, so kräftiges Gehen, richtig tief in den Bauch reinpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal in den Bauch reinpressen, bitte nochmal in den Bauch reinpressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Sie müssen einatmen, ausatmen und wenn alles Luft draußen ist, dann in den Bauch reinpressen. Das wäre super, genau. Nochmal einatmen bitte.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und auch mal in den Bauch reinpressen, bitte.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,Und nochmal in den Bauch reinpressen.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal kräftig in den Bauch reinpressen, bitte. So gut es geht, nochmal gut in den Bauch reinpressen, bitte.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal pressen, bitte nochmal.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal in den Bauch einpressen, bitte nochmal.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal den Bauch anpressen, bitte, so gut es geht.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,ausatmen und nochmal kräftig bitte den Bauch einpressen.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Das ist ja nur kräftig pressen, kräftig pressen, kräftig pressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Und nochmal kräftig pressen bitte, nochmal richtig kräftig den Bauch empressen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,kräftig pressen. Bitte noch einmal.,"Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,"Pressen in den Bauch, pressen, dann müssen wir Stuhlgang machen.","Diese Handlungsanweisungen, wie das Pressen des Bauchraums, kann helfen, die Venen deutlicher hervorzuheben, sodass sie für den Radiologen leichter sichtbar und zugänglich sind."
1,Vielleicht wollen wir nochmal bitte nochmal einatmen.,"Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,Und nochmal ganz tief einatmen.,"Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,Und Luft anhalten bitte.,"Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,Und Sie atmen bitte weiter.,"Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,"So, wir werden nochmal tief einatmen.","Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,"Schauen, dass Sie flach atmen.","Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,Dann mal bitte einatmen.,"Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,Sie bitte mal einatmen.,"Die Radiologen weisen den Patienten an, die Atmung zu steuern, um während der Ultraschallbildgebung eine stabile und klare Sicht auf die Venen zu gewährleisten."
1,Mit deinem Kopf ein bisschen tief fahren bitte.,"Diese Sätze beziehen sich wahrscheinlich auf Anweisungen, die während der Operation zur Anpassung von Licht oder Bildgebungseinrichtungen wie einem Ultraschallgerät gegeben werden, um eine bessere Sicht auf den Operationsbereich zu erhalten."
1,Ein bisschen dunkler bitte.,"Diese Sätze beziehen sich wahrscheinlich auf Anweisungen, die während der Operation zur Anpassung von Licht oder Bildgebungseinrichtungen wie einem Ultraschallgerät gegeben werden, um eine bessere Sicht auf den Operationsbereich zu erhalten."
1,"Ein bisschen tief bitte, nicht so viel.","Diese Sätze beziehen sich wahrscheinlich auf Anweisungen, die während der Operation zur Anpassung von Licht oder Bildgebungseinrichtungen wie einem Ultraschallgerät gegeben werden, um eine bessere Sicht auf den Operationsbereich zu erhalten."
1,Möglicherweise bitte ich Sie auch einmal tief in die,"Diese Sätze beziehen sich wahrscheinlich auf Anweisungen, die während der Operation zur Anpassung von Licht oder Bildgebungseinrichtungen wie einem Ultraschallgerät gegeben werden, um eine bessere Sicht auf den Operationsbereich zu erhalten."
1,So tiefe Plus mal machen bitte.,"Diese Sätze beziehen sich wahrscheinlich auf Anweisungen, die während der Operation zur Anpassung von Licht oder Bildgebungseinrichtungen wie einem Ultraschallgerät gegeben werden, um eine bessere Sicht auf den Operationsbereich zu erhalten."
1,Einmal bei Tiefe Nr. Plus bitte drücken.,"Diese Sätze beziehen sich wahrscheinlich auf Anweisungen, die während der Operation zur Anpassung von Licht oder Bildgebungseinrichtungen wie einem Ultraschallgerät gegeben werden, um eine bessere Sicht auf den Operationsbereich zu erhalten."
1,"über lokale Betäubung, es peakt einmal kurz, Achtung.","Diese Sätze wurden von Radiologen gesprochen, um Patienten über die bevorstehende Verabreichung einer lokalen Betäubung während des Eingriffs zu informieren und zu beruhigen, indem sie anmerken, dass ein kurzer Schmerz zu erwarten ist, der jedoch schnell nachlässt."
1,"Nächstes Mal, Vorsicht, örtliche Betäubung.","Diese Sätze wurden von Radiologen gesprochen, um Patienten über die bevorstehende Verabreichung einer lokalen Betäubung während des Eingriffs zu informieren und zu beruhigen, indem sie anmerken, dass ein kurzer Schmerz zu erwarten ist, der jedoch schnell nachlässt."
